Code,Title,Description,Source
331524,Aluminum Foundries (except Die-Casting),Aluminum Foundries (except Die-Casting),NAICS
331529,Other Nonferrous Metal Foundries (except Die-Casting),Other Nonferrous Metal Foundries (except Die-Casting),NAICS
332,Fabricated Metal Product ManufacturingT,Fabricated Metal Product ManufacturingT,NAICS
3321,Forging and StampingT,Forging and StampingT,NAICS
33211,Forging and StampingT,Forging and StampingT,NAICS
332111,Iron and Steel Forging,Iron and Steel Forging,NAICS
332112,Nonferrous Forging,Nonferrous Forging,NAICS
332114,Custom Roll Forming,Custom Roll Forming,NAICS
332117,Powder Metallurgy Part Manufacturing,Powder Metallurgy Part Manufacturing,NAICS
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)","Metal Crown, Closure, and Other Metal Stamping (except Automotive)",NAICS
3322,Cutlery and Handtool ManufacturingT,Cutlery and Handtool ManufacturingT,NAICS
33221,Cutlery and Handtool ManufacturingT,Cutlery and Handtool ManufacturingT,NAICS
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",NAICS
332216,Saw Blade and Handtool Manufacturing,Saw Blade and Handtool Manufacturing,NAICS
3323,Architectural and Structural Metals ManufacturingT,Architectural and Structural Metals ManufacturingT,NAICS
33231,Plate Work and Fabricated Structural Product ManufacturingT,Plate Work and Fabricated Structural Product ManufacturingT,NAICS
332311,Prefabricated Metal Building and Component Manufacturing,Prefabricated Metal Building and Component Manufacturing,NAICS
332312,Fabricated Structural Metal Manufacturing,Fabricated Structural Metal Manufacturing,NAICS
332313,Plate Work Manufacturing,Plate Work Manufacturing,NAICS
33232,Ornamental and Architectural Metal Products ManufacturingT,Ornamental and Architectural Metal Products ManufacturingT,NAICS
332321,Metal Window and Door Manufacturing,Metal Window and Door Manufacturing,NAICS
332322,Sheet Metal Work Manufacturing,Sheet Metal Work Manufacturing,NAICS
332323,Ornamental and Architectural Metal Work Manufacturing,Ornamental and Architectural Metal Work Manufacturing,NAICS
3324,"Boiler, Tank, and Shipping Container ManufacturingT","Boiler, Tank, and Shipping Container ManufacturingT",NAICS
33241,Power Boiler and Heat Exchanger ManufacturingT,Power Boiler and Heat Exchanger ManufacturingT,NAICS
332410,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,NAICS
33242,Metal Tank (Heavy Gauge) ManufacturingT,Metal Tank (Heavy Gauge) ManufacturingT,NAICS
332420,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,NAICS
33243,"Metal Can, Box, and Other Metal Container (Light Gauge) ManufacturingT","Metal Can, Box, and Other Metal Container (Light Gauge) ManufacturingT",NAICS
332431,Metal Can Manufacturing,Metal Can Manufacturing,NAICS
332439,Other Metal Container Manufacturing,Other Metal Container Manufacturing,NAICS
3325,Hardware ManufacturingT,Hardware ManufacturingT,NAICS
33251,Hardware ManufacturingT,Hardware ManufacturingT,NAICS
332510,Hardware Manufacturing,Hardware Manufacturing,NAICS
3326,Spring and Wire Product ManufacturingT,Spring and Wire Product ManufacturingT,NAICS
33261,Spring and Wire Product ManufacturingT,Spring and Wire Product ManufacturingT,NAICS
332613,Spring Manufacturing,Spring Manufacturing,NAICS
332618,Other Fabricated Wire Product Manufacturing,Other Fabricated Wire Product Manufacturing,NAICS
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT","Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT",NAICS
33271,Machine ShopsT,Machine ShopsT,NAICS
332710,Machine Shops,Machine Shops,NAICS
33272,"Turned Product and Screw, Nut, and Bolt ManufacturingT","Turned Product and Screw, Nut, and Bolt ManufacturingT",NAICS
332721,Precision Turned Product Manufacturing,Precision Turned Product Manufacturing,NAICS
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","Bolt, Nut, Screw, Rivet, and Washer Manufacturing",NAICS
3328,"Coating, Engraving, Heat Treating, and Allied ActivitiesT","Coating, Engraving, Heat Treating, and Allied ActivitiesT",NAICS
33281,"Coating, Engraving, Heat Treating, and Allied ActivitiesT","Coating, Engraving, Heat Treating, and Allied ActivitiesT",NAICS
332811,Metal Heat Treating,Metal Heat Treating,NAICS
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",NAICS
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Electroplating, Plating, Polishing, Anodizing, and Coloring",NAICS
3329,Other Fabricated Metal Product ManufacturingT,Other Fabricated Metal Product ManufacturingT,NAICS
33291,Metal Valve ManufacturingT,Metal Valve ManufacturingT,NAICS
332911,Industrial Valve Manufacturing,Industrial Valve Manufacturing,NAICS
332912,Fluid Power Valve and Hose Fitting Manufacturing,Fluid Power Valve and Hose Fitting Manufacturing,NAICS
332913,Plumbing Fixture Fitting and Trim Manufacturing,Plumbing Fixture Fitting and Trim Manufacturing,NAICS
332919,Other Metal Valve and Pipe Fitting Manufacturing,Other Metal Valve and Pipe Fitting Manufacturing,NAICS
33299,All Other Fabricated Metal Product ManufacturingT,All Other Fabricated Metal Product ManufacturingT,NAICS
332991,Ball and Roller Bearing Manufacturing,Ball and Roller Bearing Manufacturing,NAICS
332992,Small Arms Ammunition Manufacturing,Small Arms Ammunition Manufacturing,NAICS
332993,Ammunition (except Small Arms) Manufacturing,Ammunition (except Small Arms) Manufacturing,NAICS
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing","Small Arms, Ordnance, and Ordnance Accessories Manufacturing",NAICS
332996,Fabricated Pipe and Pipe Fitting Manufacturing,Fabricated Pipe and Pipe Fitting Manufacturing,NAICS
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,NAICS
333,Machinery ManufacturingT,Machinery ManufacturingT,NAICS
3331,"Agriculture, Construction, and Mining Machinery ManufacturingT","Agriculture, Construction, and Mining Machinery ManufacturingT",NAICS
33311,Agricultural Implement ManufacturingT,Agricultural Implement ManufacturingT,NAICS
333111,Farm Machinery and Equipment Manufacturing,Farm Machinery and Equipment Manufacturing,NAICS
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,NAICS
33312,Construction Machinery ManufacturingT,Construction Machinery ManufacturingT,NAICS
333120,Construction Machinery Manufacturing,Construction Machinery Manufacturing,NAICS
33313,Mining and Oil and Gas Field Machinery ManufacturingT,Mining and Oil and Gas Field Machinery ManufacturingT,NAICS
333131,Mining Machinery and Equipment Manufacturing,Mining Machinery and Equipment Manufacturing,NAICS
333132,Oil and Gas Field Machinery and Equipment Manufacturing,Oil and Gas Field Machinery and Equipment Manufacturing,NAICS
3332,Industrial Machinery ManufacturingT,Industrial Machinery ManufacturingT,NAICS
33324,Industrial Machinery ManufacturingT,Industrial Machinery ManufacturingT,NAICS
333241,Food Product Machinery Manufacturing,Food Product Machinery Manufacturing,NAICS
333242,Semiconductor Machinery Manufacturing,Semiconductor Machinery Manufacturing,NAICS
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing","Sawmill, Woodworking, and Paper Machinery Manufacturing",NAICS
333248,All Other Industrial Machinery Manufacturing,All Other Industrial Machinery Manufacturing,NAICS
3333,Commercial and Service Industry Machinery ManufacturingT,Commercial and Service Industry Machinery ManufacturingT,NAICS
33331,Commercial and Service Industry Machinery ManufacturingT,Commercial and Service Industry Machinery ManufacturingT,NAICS
333310,Commercial and Service Industry Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,NAICS
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT",NAICS
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT",NAICS
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,NAICS
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Heating Equipment (except Warm Air Furnaces) Manufacturing,NAICS
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,NAICS
3335,Metalworking Machinery ManufacturingT,Metalworking Machinery ManufacturingT,NAICS
33351,Metalworking Machinery ManufacturingT,Metalworking Machinery ManufacturingT,NAICS
333511,Industrial Mold Manufacturing,Industrial Mold Manufacturing,NAICS
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",NAICS
333515,Cutting Tool and Machine Tool Accessory Manufacturing,Cutting Tool and Machine Tool Accessory Manufacturing,NAICS
333517,Machine Tool Manufacturing,Machine Tool Manufacturing,NAICS
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,Rolling Mill and Other Metalworking Machinery Manufacturing,NAICS
3336,"Engine, Turbine, and Power Transmission Equipment ManufacturingT","Engine, Turbine, and Power Transmission Equipment ManufacturingT",NAICS
33361,"Engine, Turbine, and Power Transmission Equipment ManufacturingT","Engine, Turbine, and Power Transmission Equipment ManufacturingT",NAICS
333611,Turbine and Turbine Generator Set Units Manufacturing,Turbine and Turbine Generator Set Units Manufacturing,NAICS
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",NAICS
333613,Mechanical Power Transmission Equipment Manufacturing,Mechanical Power Transmission Equipment Manufacturing,NAICS
333618,Other Engine Equipment Manufacturing,Other Engine Equipment Manufacturing,NAICS
3339,Other General Purpose Machinery ManufacturingT,Other General Purpose Machinery ManufacturingT,NAICS
33391,Pump and Compressor ManufacturingT,Pump and Compressor ManufacturingT,NAICS
333912,Air and Gas Compressor Manufacturing,Air and Gas Compressor Manufacturing,NAICS
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing","Measuring, Dispensing, and Other Pumping Equipment Manufacturing",NAICS
33392,Material Handling Equipment ManufacturingT,Material Handling Equipment ManufacturingT,NAICS
333921,Elevator and Moving Stairway Manufacturing,Elevator and Moving Stairway Manufacturing,NAICS
333922,Conveyor and Conveying Equipment Manufacturing,Conveyor and Conveying Equipment Manufacturing,NAICS
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing","Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",NAICS
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",NAICS
33399,All Other General Purpose Machinery ManufacturingT,All Other General Purpose Machinery ManufacturingT,NAICS
333991,Power-Driven Handtool Manufacturing,Power-Driven Handtool Manufacturing,NAICS
333992,Welding and Soldering Equipment Manufacturing,Welding and Soldering Equipment Manufacturing,NAICS
333993,Packaging Machinery Manufacturing,Packaging Machinery Manufacturing,NAICS
333994,Industrial Process Furnace and Oven Manufacturing,Industrial Process Furnace and Oven Manufacturing,NAICS
333995,Fluid Power Cylinder and Actuator Manufacturing,Fluid Power Cylinder and Actuator Manufacturing,NAICS
333996,Fluid Power Pump and Motor Manufacturing,Fluid Power Pump and Motor Manufacturing,NAICS
333998,All Other Miscellaneous General Purpose Machinery Manufacturing,All Other Miscellaneous General Purpose Machinery Manufacturing,NAICS
334,Computer and Electronic Product ManufacturingT,Computer and Electronic Product ManufacturingT,NAICS
3341,Computer and Peripheral Equipment ManufacturingT,Computer and Peripheral Equipment ManufacturingT,NAICS
33411,Computer and Peripheral Equipment ManufacturingT,Computer and Peripheral Equipment ManufacturingT,NAICS
334111,Electronic Computer Manufacturing,Electronic Computer Manufacturing,NAICS
334112,Computer Storage Device Manufacturing,Computer Storage Device Manufacturing,NAICS
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,NAICS
3342,Communications Equipment ManufacturingT,Communications Equipment ManufacturingT,NAICS
33421,Telephone Apparatus ManufacturingT,Telephone Apparatus ManufacturingT,NAICS
334210,Telephone Apparatus Manufacturing,Telephone Apparatus Manufacturing,NAICS
33422,Radio and Television Broadcasting and Wireless Communications Equipment ManufacturingT,Radio and Television Broadcasting and Wireless Communications Equipment ManufacturingT,NAICS
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,NAICS
33429,Other Communications Equipment ManufacturingT,Other Communications Equipment ManufacturingT,NAICS
334290,Other Communications Equipment Manufacturing,Other Communications Equipment Manufacturing,NAICS
3343,Audio and Video Equipment ManufacturingT,Audio and Video Equipment ManufacturingT,NAICS
33431,Audio and Video Equipment ManufacturingT,Audio and Video Equipment ManufacturingT,NAICS
334310,Audio and Video Equipment Manufacturing,Audio and Video Equipment Manufacturing,NAICS
3344,Semiconductor and Other Electronic Component ManufacturingT,Semiconductor and Other Electronic Component ManufacturingT,NAICS
33441,Semiconductor and Other Electronic Component ManufacturingT,Semiconductor and Other Electronic Component ManufacturingT,NAICS
334412,Bare Printed Circuit Board Manufacturing,Bare Printed Circuit Board Manufacturing,NAICS
334413,Semiconductor and Related Device Manufacturing,Semiconductor and Related Device Manufacturing,NAICS
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",NAICS
334417,Electronic Connector Manufacturing,Electronic Connector Manufacturing,NAICS
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Printed Circuit Assembly (Electronic Assembly) Manufacturing,NAICS
334419,Other Electronic Component Manufacturing,Other Electronic Component Manufacturing,NAICS
3345,"Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT","Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT",NAICS
33451,"Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT","Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT",NAICS
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Electromedical and Electrotherapeutic Apparatus Manufacturing,NAICS
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",NAICS
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",NAICS
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",NAICS
334514,Totalizing Fluid Meter and Counting Device Manufacturing,Totalizing Fluid Meter and Counting Device Manufacturing,NAICS
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,NAICS
334516,Analytical Laboratory Instrument Manufacturing,Analytical Laboratory Instrument Manufacturing,NAICS
334517,Irradiation Apparatus Manufacturing,Irradiation Apparatus Manufacturing,NAICS
334519,Other Measuring and Controlling Device Manufacturing,Other Measuring and Controlling Device Manufacturing,NAICS
3346,Manufacturing and Reproducing Magnetic and Optical MediaT,Manufacturing and Reproducing Magnetic and Optical MediaT,NAICS
33461,Manufacturing and Reproducing Magnetic and Optical MediaT,Manufacturing and Reproducing Magnetic and Optical MediaT,NAICS
334610,Manufacturing and Reproducing Magnetic and Optical Media,Manufacturing and Reproducing Magnetic and Optical Media,NAICS
335,"Electrical Equipment, Appliance, and Component ManufacturingT","Electrical Equipment, Appliance, and Component ManufacturingT",NAICS
3351,Electric Lighting Equipment ManufacturingT,Electric Lighting Equipment ManufacturingT,NAICS
33513,Electric Lighting Equipment ManufacturingT,Electric Lighting Equipment ManufacturingT,NAICS
335131,Residential Electric Lighting Fixture Manufacturing,Residential Electric Lighting Fixture Manufacturing,NAICS
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing","Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",NAICS
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,NAICS
3352,Household Appliance ManufacturingT,Household Appliance ManufacturingT,NAICS
33521,Small Electrical Appliance ManufacturingT,Small Electrical Appliance ManufacturingT,NAICS
335210,Small Electrical Appliance Manufacturing,Small Electrical Appliance Manufacturing,NAICS
33522,Major Household Appliance ManufacturingT,Major Household Appliance ManufacturingT,NAICS
335220,Major Household Appliance Manufacturing,Major Household Appliance Manufacturing,NAICS
3353,Electrical Equipment ManufacturingT,Electrical Equipment ManufacturingT,NAICS
33531,Electrical Equipment ManufacturingT,Electrical Equipment ManufacturingT,NAICS
335311,"Power, Distribution, and Specialty Transformer Manufacturing","Power, Distribution, and Specialty Transformer Manufacturing",NAICS
335312,Motor and Generator Manufacturing,Motor and Generator Manufacturing,NAICS
335313,Switchgear and Switchboard Apparatus Manufacturing,Switchgear and Switchboard Apparatus Manufacturing,NAICS
335314,Relay and Industrial Control Manufacturing,Relay and Industrial Control Manufacturing,NAICS
3359,Other Electrical Equipment and Component ManufacturingT,Other Electrical Equipment and Component ManufacturingT,NAICS
33591,Battery ManufacturingT,Battery ManufacturingT,NAICS
335910,Battery Manufacturing,Battery Manufacturing,NAICS
33592,Communication and Energy Wire and Cable ManufacturingT,Communication and Energy Wire and Cable ManufacturingT,NAICS
335921,Fiber Optic Cable Manufacturing,Fiber Optic Cable Manufacturing,NAICS
335929,Other Communication and Energy Wire Manufacturing,Other Communication and Energy Wire Manufacturing,NAICS
33593,Wiring Device ManufacturingT,Wiring Device ManufacturingT,NAICS
335931,Current-Carrying Wiring Device Manufacturing,Current-Carrying Wiring Device Manufacturing,NAICS
335932,Noncurrent-Carrying Wiring Device Manufacturing,Noncurrent-Carrying Wiring Device Manufacturing,NAICS
33599,All Other Electrical Equipment and Component ManufacturingT,All Other Electrical Equipment and Component ManufacturingT,NAICS
335991,Carbon and Graphite Product Manufacturing,Carbon and Graphite Product Manufacturing,NAICS
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,All Other Miscellaneous Electrical Equipment and Component Manufacturing,NAICS
336,Transportation Equipment ManufacturingT,Transportation Equipment ManufacturingT,NAICS
3361,Motor Vehicle ManufacturingT,Motor Vehicle ManufacturingT,NAICS
33611,Automobile and Light Duty Motor Vehicle ManufacturingT,Automobile and Light Duty Motor Vehicle ManufacturingT,NAICS
336110,Automobile and Light Duty Motor Vehicle Manufacturing,Automobile and Light Duty Motor Vehicle Manufacturing,NAICS
33612,Heavy Duty Truck ManufacturingT,Heavy Duty Truck ManufacturingT,NAICS
336120,Heavy Duty Truck Manufacturing,Heavy Duty Truck Manufacturing,NAICS
3362,Motor Vehicle Body and Trailer ManufacturingT,Motor Vehicle Body and Trailer ManufacturingT,NAICS
33621,Motor Vehicle Body and Trailer ManufacturingT,Motor Vehicle Body and Trailer ManufacturingT,NAICS
336211,Motor Vehicle Body Manufacturing,Motor Vehicle Body Manufacturing,NAICS
336212,Truck Trailer Manufacturing,Truck Trailer Manufacturing,NAICS
336213,Motor Home Manufacturing,Motor Home Manufacturing,NAICS
336214,Travel Trailer and Camper Manufacturing,Travel Trailer and Camper Manufacturing,NAICS
3363,Motor Vehicle Parts ManufacturingT,Motor Vehicle Parts ManufacturingT,NAICS
33631,Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT,Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT,NAICS
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,NAICS
33632,Motor Vehicle Electrical and Electronic Equipment ManufacturingT,Motor Vehicle Electrical and Electronic Equipment ManufacturingT,NAICS
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Motor Vehicle Electrical and Electronic Equipment Manufacturing,NAICS
33633,Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT,Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT,NAICS
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,NAICS
33634,Motor Vehicle Brake System ManufacturingT,Motor Vehicle Brake System ManufacturingT,NAICS
336340,Motor Vehicle Brake System Manufacturing,Motor Vehicle Brake System Manufacturing,NAICS
33635,Motor Vehicle Transmission and Power Train Parts ManufacturingT,Motor Vehicle Transmission and Power Train Parts ManufacturingT,NAICS
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,Motor Vehicle Transmission and Power Train Parts Manufacturing,NAICS
33636,Motor Vehicle Seating and Interior Trim ManufacturingT,Motor Vehicle Seating and Interior Trim ManufacturingT,NAICS
336360,Motor Vehicle Seating and Interior Trim Manufacturing,Motor Vehicle Seating and Interior Trim Manufacturing,NAICS
33637,Motor Vehicle Metal StampingT,Motor Vehicle Metal StampingT,NAICS
336370,Motor Vehicle Metal Stamping,Motor Vehicle Metal Stamping,NAICS
33639,Other Motor Vehicle Parts ManufacturingT,Other Motor Vehicle Parts ManufacturingT,NAICS
336390,Other Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing,NAICS
3364,Aerospace Product and Parts ManufacturingT,Aerospace Product and Parts ManufacturingT,NAICS
33641,Aerospace Product and Parts ManufacturingT,Aerospace Product and Parts ManufacturingT,NAICS
336411,Aircraft Manufacturing,Aircraft Manufacturing,NAICS
336412,Aircraft Engine and Engine Parts Manufacturing,Aircraft Engine and Engine Parts Manufacturing,NAICS
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Other Aircraft Parts and Auxiliary Equipment Manufacturing,NAICS
336414,Guided Missile and Space Vehicle Manufacturing,Guided Missile and Space Vehicle Manufacturing,NAICS
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,NAICS
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,NAICS
3365,Railroad Rolling Stock ManufacturingT,Railroad Rolling Stock ManufacturingT,NAICS
33651,Railroad Rolling Stock ManufacturingT,Railroad Rolling Stock ManufacturingT,NAICS
336510,Railroad Rolling Stock Manufacturing,Railroad Rolling Stock Manufacturing,NAICS
3366,Ship and Boat BuildingT,Ship and Boat BuildingT,NAICS
33661,Ship and Boat BuildingT,Ship and Boat BuildingT,NAICS
336611,Ship Building and Repairing,Ship Building and Repairing,NAICS
336612,Boat Building,Boat Building,NAICS
3369,Other Transportation Equipment ManufacturingT,Other Transportation Equipment ManufacturingT,NAICS
33699,Other Transportation Equipment ManufacturingT,Other Transportation Equipment ManufacturingT,NAICS
336991,"Motorcycle, Bicycle, and Parts Manufacturing","Motorcycle, Bicycle, and Parts Manufacturing",NAICS
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing","Military Armored Vehicle, Tank, and Tank Component Manufacturing",NAICS
336999,All Other Transportation Equipment Manufacturing,All Other Transportation Equipment Manufacturing,NAICS
337,Furniture and Related Product ManufacturingT,Furniture and Related Product ManufacturingT,NAICS
3371,Household and Institutional Furniture and Kitchen Cabinet ManufacturingT,Household and Institutional Furniture and Kitchen Cabinet ManufacturingT,NAICS
33711,Wood Kitchen Cabinet and Countertop ManufacturingT,Wood Kitchen Cabinet and Countertop ManufacturingT,NAICS
337110,Wood Kitchen Cabinet and Countertop Manufacturing,Wood Kitchen Cabinet and Countertop Manufacturing,NAICS
33712,Household and Institutional Furniture ManufacturingT,Household and Institutional Furniture ManufacturingT,NAICS
337121,Upholstered Household Furniture Manufacturing,Upholstered Household Furniture Manufacturing,NAICS
337122,Nonupholstered Wood Household Furniture Manufacturing,Nonupholstered Wood Household Furniture Manufacturing,NAICS
337126,Household Furniture (except Wood and Upholstered) Manufacturing,Household Furniture (except Wood and Upholstered) Manufacturing,NAICS
337127,Institutional Furniture Manufacturing,Institutional Furniture Manufacturing,NAICS
3372,Office Furniture (including Fixtures) ManufacturingT,Office Furniture (including Fixtures) ManufacturingT,NAICS
33721,Office Furniture (including Fixtures) ManufacturingT,Office Furniture (including Fixtures) ManufacturingT,NAICS
337211,Wood Office Furniture Manufacturing,Wood Office Furniture Manufacturing,NAICS
337212,Custom Architectural Woodwork and Millwork Manufacturing,Custom Architectural Woodwork and Millwork Manufacturing,NAICS
337214,Office Furniture (except Wood) Manufacturing,Office Furniture (except Wood) Manufacturing,NAICS
337215,"Showcase, Partition, Shelving, and Locker Manufacturing","Showcase, Partition, Shelving, and Locker Manufacturing",NAICS
3379,Other Furniture Related Product ManufacturingT,Other Furniture Related Product ManufacturingT,NAICS
33791,Mattress ManufacturingT,Mattress ManufacturingT,NAICS
337910,Mattress Manufacturing,Mattress Manufacturing,NAICS
33792,Blind and Shade ManufacturingT,Blind and Shade ManufacturingT,NAICS
337920,Blind and Shade Manufacturing,Blind and Shade Manufacturing,NAICS
339,Miscellaneous ManufacturingT,Miscellaneous ManufacturingT,NAICS
3391,Medical Equipment and Supplies ManufacturingT,Medical Equipment and Supplies ManufacturingT,NAICS
33911,Medical Equipment and Supplies ManufacturingT,Medical Equipment and Supplies ManufacturingT,NAICS
339112,Surgical and Medical Instrument Manufacturing,Surgical and Medical Instrument Manufacturing,NAICS
339113,Surgical Appliance and Supplies Manufacturing,Surgical Appliance and Supplies Manufacturing,NAICS
339114,Dental Equipment and Supplies Manufacturing,Dental Equipment and Supplies Manufacturing,NAICS
339115,Ophthalmic Goods Manufacturing,Ophthalmic Goods Manufacturing,NAICS
339116,Dental Laboratories,Dental Laboratories,NAICS
3399,Other Miscellaneous ManufacturingT,Other Miscellaneous ManufacturingT,NAICS
33991,Jewelry and Silverware ManufacturingT,Jewelry and Silverware ManufacturingT,NAICS
339910,Jewelry and Silverware Manufacturing,Jewelry and Silverware Manufacturing,NAICS
33992,Sporting and Athletic Goods ManufacturingT,Sporting and Athletic Goods ManufacturingT,NAICS
339920,Sporting and Athletic Goods Manufacturing,Sporting and Athletic Goods Manufacturing,NAICS
33993,"Doll, Toy, and Game ManufacturingT","Doll, Toy, and Game ManufacturingT",NAICS
339930,"Doll, Toy, and Game Manufacturing","Doll, Toy, and Game Manufacturing",NAICS
33994,Office Supplies (except Paper) ManufacturingT,Office Supplies (except Paper) ManufacturingT,NAICS
339940,Office Supplies (except Paper) Manufacturing,Office Supplies (except Paper) Manufacturing,NAICS
33995,Sign ManufacturingT,Sign ManufacturingT,NAICS
339950,Sign Manufacturing,Sign Manufacturing,NAICS
33999,All Other Miscellaneous ManufacturingT,All Other Miscellaneous ManufacturingT,NAICS
339991,"Gasket, Packing, and Sealing Device Manufacturing","Gasket, Packing, and Sealing Device Manufacturing",NAICS
339992,Musical Instrument Manufacturing,Musical Instrument Manufacturing,NAICS
339993,"Fastener, Button, Needle, and Pin Manufacturing","Fastener, Button, Needle, and Pin Manufacturing",NAICS
339994,"Broom, Brush, and Mop Manufacturing","Broom, Brush, and Mop Manufacturing",NAICS
339995,Burial Casket Manufacturing,Burial Casket Manufacturing,NAICS
339999,All Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,NAICS
42,Wholesale Trade,Wholesale Trade,NAICS
423,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Durable Goods",NAICS
